dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1996-05-01,26.396,0.236,Acre,Brazil
1996-06-01,24.485,0.464,Acre,Brazil
1996-07-01,25.242,0.528,Acre,Brazil
1996-08-01,26.737,0.351,Acre,Brazil
1996-09-01,26.978,0.386,Acre,Brazil
1996-10-01,27.16,0.689,Acre,Brazil
1996-11-01,26.916,0.407,Acre,Brazil
1996-12-01,26.488,0.222,Acre,Brazil
1997-01-01,26.449,0.316,Acre,Brazil
1997-02-01,26.054,0.433,Acre,Brazil
1997-03-01,26.079,0.268,Acre,Brazil
1997-04-01,26.419,0.404,Acre,Brazil
1997-05-01,25.8,0.262,Acre,Brazil
1997-06-01,26.12,0.479,Acre,Brazil
1997-07-01,26.091,0.463,Acre,Brazil
1997-08-01,25.773,0.211,Acre,Brazil
1997-09-01,28.054,0.481,Acre,Brazil
1997-10-01,28.014,0.603,Acre,Brazil
1997-11-01,27.247,0.254,Acre,Brazil
1997-12-01,26.968,0.344,Acre,Brazil
1998-01-01,27.415,0.299,Acre,Brazil
1998-02-01,27.605,0.328,Acre,Brazil
1998-03-01,27.452,0.309,Acre,Brazil
1998-04-01,27.226,0.358,Acre,Brazil
1998-05-01,25.884,0.319,Acre,Brazil
1998-06-01,24.985,0.747,Acre,Brazil
1998-07-01,26.157,0.711,Acre,Brazil
1998-08-01,27.37,0.675,Acre,Brazil
1998-09-01,27.088,0.621,Acre,Brazil
1998-10-01,27.372,0.312,Acre,Brazil
1998-11-01,26.57,0.509,Acre,Brazil
1998-12-01,26.584,0.286,Acre,Brazil
1999-01-01,26.094,0.219,Acre,Brazil
1999-02-01,26.093,0.178,Acre,Brazil
1999-03-01,26.463,0.578,Acre,Brazil
1999-04-01,25.575,0.548,Acre,Brazil
1999-05-01,25.664,0.796,Acre,Brazil
1999-06-01,24.988,0.651,Acre,Brazil
1999-07-01,24.814,0.513,Acre,Brazil
1999-08-01,25.62,0.816,Acre,Brazil
1999-09-01,27.707,0.471,Acre,Brazil
1999-10-01,26.505,0.376,Acre,Brazil
1999-11-01,26.653,0.226,Acre,Brazil
1999-12-01,26.198,0.472,Acre,Brazil
2000-01-01,25.934,0.379,Acre,Brazil
2000-02-01,26.102,0.288,Acre,Brazil
2000-03-01,26.107,0.269,Acre,Brazil
2000-04-01,25.952,0.427,Acre,Brazil
2000-05-01,25.832,0.345,Acre,Brazil
2000-06-01,25.032,0.576,Acre,Brazil
2000-07-01,23.842,0.724,Acre,Brazil
2000-08-01,26.419,0.245,Acre,Brazil
2000-09-01,27.004,0.197,Acre,Brazil
2000-10-01,26.57,0.378,Acre,Brazil
2000-11-01,27.166,0.342,Acre,Brazil
2000-12-01,26.664,0.399,Acre,Brazil
2001-01-01,25.743,0.363,Acre,Brazil
2001-02-01,26.087,0.335,Acre,Brazil
2001-03-01,26.139,0.426,Acre,Brazil
2001-04-01,26.366,0.223,Acre,Brazil
2001-05-01,25.66,0.526,Acre,Brazil
2001-06-01,23.975,0.464,Acre,Brazil
2001-07-01,25.381,0.257,Acre,Brazil
2001-08-01,26.917,0.286,Acre,Brazil
2001-09-01,27.161,0.201,Acre,Brazil
2001-10-01,27.398,0.211,Acre,Brazil
2001-11-01,27.368,0.283,Acre,Brazil
2001-12-01,26.474,0.226,Acre,Brazil
2002-01-01,26.803,0.245,Acre,Brazil
2002-02-01,26.334,0.244,Acre,Brazil
2002-03-01,26.587,0.44,Acre,Brazil
2002-04-01,26.385,0.299,Acre,Brazil
2002-05-01,26.413,0.421,Acre,Brazil
2002-06-01,25.033,0.248,Acre,Brazil
2002-07-01,24.989,0.662,Acre,Brazil
2002-08-01,26.807,0.334,Acre,Brazil
2002-09-01,27.142,0.168,Acre,Brazil
2002-10-01,27.178,0.227,Acre,Brazil
2002-11-01,26.662,0.255,Acre,Brazil
2002-12-01,26.445,0.141,Acre,Brazil
2003-01-01,26.75,0.181,Acre,Brazil
2003-02-01,26.35,0.359,Acre,Brazil
2003-03-01,26.513,0.193,Acre,Brazil
2003-04-01,26.191,0.4,Acre,Brazil
2003-05-01,26.198,0.329,Acre,Brazil
2003-06-01,25.926,0.163,Acre,Brazil
2003-07-01,25.314,0.22,Acre,Brazil
2003-08-01,25.623,0.668,Acre,Brazil
2003-09-01,26.486,0.153,Acre,Brazil
2003-10-01,27.301,0.172,Acre,Brazil
2003-11-01,26.79,0.617,Acre,Brazil
2003-12-01,26.753,0.265,Acre,Brazil
2004-01-01,26.937,0.493,Acre,Brazil
2004-02-01,26.768,0.655,Acre,Brazil
2004-03-01,26.732,0.289,Acre,Brazil
2004-04-01,26.701,0.573,Acre,Brazil
2004-05-01,24.639,0.403,Acre,Brazil
2004-06-01,24.945,0.195,Acre,Brazil
2004-07-01,25.289,0.364,Acre,Brazil
2004-08-01,26.195,0.349,Acre,Brazil
2004-09-01,26.69,0.318,Acre,Brazil
2004-10-01,27.331,0.304,Acre,Brazil
2004-11-01,26.72,0.278,Acre,Brazil
2004-12-01,26.663,0.306,Acre,Brazil
2005-01-01,27.134,0.511,Acre,Brazil
2005-02-01,26.585,0.163,Acre,Brazil
2005-03-01,26.758,0.187,Acre,Brazil
2005-04-01,26.3,0.89,Acre,Brazil
2005-05-01,26.742,0.422,Acre,Brazil
2005-06-01,26.254,0.355,Acre,Brazil
2005-07-01,25.159,0.408,Acre,Brazil
2005-08-01,27.03,0.414,Acre,Brazil
2005-09-01,26.66,0.547,Acre,Brazil
2005-10-01,26.81,0.743,Acre,Brazil
2005-11-01,26.923,0.316,Acre,Brazil
2005-12-01,26.536,0.517,Acre,Brazil
2006-01-01,26.261,0.27,Acre,Brazil
2006-02-01,26.31,0.101,Acre,Brazil
2006-03-01,26.652,0.391,Acre,Brazil
2006-04-01,26.21,0.332,Acre,Brazil
2006-05-01,25.004,0.868,Acre,Brazil
2006-06-01,25.692,0.361,Acre,Brazil
2006-07-01,26.113,0.547,Acre,Brazil
2006-08-01,26.547,0.466,Acre,Brazil
2006-09-01,27.135,0.35,Acre,Brazil
2006-10-01,26.915,0.214,Acre,Brazil
2006-11-01,26.765,0.275,Acre,Brazil
2006-12-01,26.398,0.305,Acre,Brazil
2007-01-01,26.623,0.164,Acre,Brazil
2007-02-01,26.759,0.171,Acre,Brazil
2007-03-01,26.248,0.14,Acre,Brazil
2007-04-01,26.178,0.201,Acre,Brazil
2007-05-01,24.769,0.399,Acre,Brazil
2007-06-01,25.429,0.395,Acre,Brazil
2007-07-01,25.061,0.419,Acre,Brazil
2007-08-01,26.166,0.32,Acre,Brazil
2007-09-01,27.191,0.422,Acre,Brazil
2007-10-01,26.989,0.3,Acre,Brazil
2007-11-01,26.45,0.415,Acre,Brazil
2007-12-01,26.026,0.33,Acre,Brazil
2008-01-01,25.75,0.318,Acre,Brazil
2008-02-01,25.877,0.191,Acre,Brazil
2008-03-01,25.759,0.181,Acre,Brazil
2008-04-01,25.721,0.244,Acre,Brazil
2008-05-01,24.882,0.285,Acre,Brazil
2008-06-01,23.742,0.493,Acre,Brazil
2008-07-01,26.197,0.428,Acre,Brazil
2008-08-01,27.453,0.455,Acre,Brazil
2008-09-01,26.935,0.384,Acre,Brazil
2008-10-01,27.136,0.255,Acre,Brazil
2008-11-01,27.157,0.221,Acre,Brazil
2008-12-01,26.108,0.298,Acre,Brazil
2009-01-01,25.948,0.221,Acre,Brazil
2009-02-01,25.906,0.308,Acre,Brazil
2009-03-01,26.098,0.212,Acre,Brazil
2009-04-01,25.877,0.388,Acre,Brazil
2009-05-01,26.049,0.313,Acre,Brazil
2009-06-01,24.687,0.426,Acre,Brazil
2009-07-01,25.446,0.19,Acre,Brazil
2009-08-01,26.627,0.302,Acre,Brazil
2009-09-01,27.48,0.453,Acre,Brazil
2009-10-01,27.676,0.386,Acre,Brazil
2009-11-01,27.519,0.306,Acre,Brazil
2009-12-01,26.384,0.302,Acre,Brazil
2010-01-01,26.75,0.226,Acre,Brazil
2010-02-01,26.963,0.299,Acre,Brazil
2010-03-01,27.179,0.143,Acre,Brazil
2010-04-01,27.175,0.4,Acre,Brazil
2010-05-01,25.906,0.275,Acre,Brazil
2010-06-01,26.277,0.6,Acre,Brazil
2010-07-01,24.725,0.454,Acre,Brazil
2010-08-01,26.529,0.661,Acre,Brazil
2010-09-01,27.834,0.253,Acre,Brazil
2010-10-01,27.091,0.406,Acre,Brazil
2010-11-01,26.706,0.279,Acre,Brazil
2010-12-01,26.429,0.27,Acre,Brazil
2011-01-01,26.165,0.335,Acre,Brazil
2011-02-01,25.752,0.18,Acre,Brazil
2011-03-01,25.839,0.179,Acre,Brazil
2011-04-01,26.264,0.188,Acre,Brazil
2011-05-01,25.85,0.275,Acre,Brazil
2011-06-01,25.817,0.293,Acre,Brazil
2011-07-01,26.164,0.557,Acre,Brazil
2011-08-01,26.523,0.194,Acre,Brazil
2011-09-01,27.395,0.467,Acre,Brazil
2011-10-01,26.81,0.203,Acre,Brazil
2011-11-01,27.265,0.229,Acre,Brazil
2011-12-01,26.212,0.259,Acre,Brazil
2012-01-01,25.963,0.274,Acre,Brazil
2012-02-01,25.462,0.192,Acre,Brazil
2012-03-01,25.999,0.364,Acre,Brazil
2012-04-01,26.212,0.388,Acre,Brazil
2012-05-01,26.084,0.243,Acre,Brazil
2012-06-01,25.484,0.346,Acre,Brazil
2012-07-01,25.208,0.405,Acre,Brazil
2012-08-01,26.551,0.408,Acre,Brazil
2012-09-01,27.488,0.396,Acre,Brazil
2012-10-01,27.262,0.333,Acre,Brazil
2012-11-01,27.393,0.336,Acre,Brazil
2012-12-01,26.318,0.432,Acre,Brazil
2013-01-01,26.587,0.345,Acre,Brazil
2013-02-01,26.318,0.273,Acre,Brazil
2013-03-01,26.386,0.517,Acre,Brazil
2013-04-01,26.398,0.321,Acre,Brazil
2013-05-01,26.034,0.238,Acre,Brazil
2013-06-01,26.033,0.539,Acre,Brazil
2013-07-01,24.807,0.267,Acre,Brazil
2013-08-01,25.378,0.431,Acre,Brazil
1900-01-01,29.965,0.699,Northern Territory,Australia
1900-02-01,31.141,0.58,Northern Territory,Australia
1900-03-01,28.378,0.581,Northern Territory,Australia
1900-04-01,25.563,0.427,Northern Territory,Australia
1900-05-01,21.226,0.636,Northern Territory,Australia
1900-06-01,19.093,0.493,Northern Territory,Australia
1900-07-01,16.647,0.64,Northern Territory,Australia
1900-08-01,21.175,0.468,Northern Territory,Australia
1900-09-01,23.529,0.729,Northern Territory,Australia
1900-10-01,27.599,0.538,Northern Territory,Australia
1900-11-01,30.466,0.558,Northern Territory,Australia
1900-12-01,31.052,0.582,Northern Territory,Australia
1901-01-01,30.643,0.618,Northern Territory,Australia
1901-02-01,29.161,0.783,Northern Territory,Australia
1901-03-01,27.008,0.519,Northern Territory,Australia
1901-04-01,23.664,0.825,Northern Territory,Australia
1901-05-01,20.821,0.588,Northern Territory,Australia
1901-06-01,17.551,0.447,Northern Territory,Australia
1901-07-01,16.123,0.445,Northern Territory,Australia
1901-08-01,18.686,0.496,Northern Territory,Australia
1901-09-01,24.128,0.528,Northern Territory,Australia
1901-10-01,26.123,0.619,Northern Territory,Australia
1901-11-01,30.114,0.671,Northern Territory,Australia
1901-12-01,31.427,0.674,Northern Territory,Australia
1902-01-01,30.699,0.979,Northern Territory,Australia
1902-02-01,30.173,0.631,Northern Territory,Australia
1902-03-01,27.879,0.469,Northern Territory,Australia
1902-04-01,24.591,0.639,Northern Territory,Australia
1902-05-01,20.885,0.622,Northern Territory,Australia
1902-06-01,18.09,0.693,Northern Territory,Australia
1902-07-01,17.586,0.547,Northern Territory,Australia
1902-08-01,19.266,0.701,Northern Territory,Australia
1902-09-01,23.456,0.434,Northern Territory,Australia
1902-10-01,26.957,0.514,Northern Territory,Australia
1902-11-01,28.588,0.64,Northern Territory,Australia
1902-12-01,29.381,0.631,Northern Territory,Australia
1903-01-01,29.294,0.809,Northern Territory,Australia
1903-02-01,29.489,1.129,Northern Territory,Australia
1903-03-01,28.013,0.578,Northern Territory,Australia
1903-04-01,25.052,0.58,Northern Territory,Australia
1903-05-01,20.279,0.506,Northern Territory,Australia
1903-06-01,17.076,0.534,Northern Territory,Australia
1903-07-01,16.638,0.57,Northern Territory,Australia
1903-08-01,19.951,0.541,Northern Territory,Australia
1903-09-01,23.337,0.613,Northern Territory,Australia
1903-10-01,26.468,0.498,Northern Territory,Australia
1903-11-01,28.589,0.481,Northern Territory,Australia
1903-12-01,27.775,0.765,Northern Territory,Australia
1904-01-01,27.39,0.681,Northern Territory,Australia
1904-02-01,27.597,0.68,Northern Territory,Australia
1904-03-01,26.031,0.534,Northern Territory,Australia
1904-04-01,23.206,0.455,Northern Territory,Australia
1904-05-01,20.539,0.672,Northern Territory,Australia
1904-06-01,16.797,0.571,Northern Territory,Australia
1904-07-01,17.395,0.693,Northern Territory,Australia
1904-08-01,18.908,0.669,Northern Territory,Australia
1904-09-01,23.155,0.591,Northern Territory,Australia
1904-10-01,25.72,0.476,Northern Territory,Australia
1904-11-01,28.721,0.5,Northern Territory,Australia
1904-12-01,30.068,0.424,Northern Territory,Australia
1905-01-01,30.114,0.828,Northern Territory,Australia
1905-02-01,28.884,0.551,Northern Territory,Australia
1905-03-01,28.316,0.37,Northern Territory,Australia
1905-04-01,25.047,0.454,Northern Territory,Australia
1905-05-01,21.674,0.662,Northern Territory,Australia
1905-06-01,18.017,0.767,Northern Territory,Australia
1905-07-01,17.363,0.699,Northern Territory,Australia
1905-08-01,18.998,0.737,Northern Territory,Australia
1905-09-01,22.232,0.79,Northern Territory,Australia
1905-10-01,25.082,0.53,Northern Territory,Australia
1905-11-01,28.947,0.893,Northern Territory,Australia
1905-12-01,30.899,0.7,Northern Territory,Australia
1906-01-01,31.296,0.662,Northern Territory,Australia
1906-02-01,30.915,0.794,Northern Territory,Australia
1906-03-01,26.708,0.632,Northern Territory,Australia
1906-04-01,26.246,0.532,Northern Territory,Australia
1906-05-01,22.165,0.7,Northern Territory,Australia
1906-06-01,20.233,0.706,Northern Territory,Australia
1906-07-01,19.329,0.645,Northern Territory,Australia
1906-08-01,20.255,0.705,Northern Territory,Australia
1906-09-01,23.647,0.635,Northern Territory,Australia
1906-10-01,27.027,0.43,Northern Territory,Australia
1906-11-01,28.283,0.565,Northern Territory,Australia
1906-12-01,28.002,0.609,Northern Territory,Australia
1907-01-01,29.262,0.728,Northern Territory,Australia
1907-02-01,28.424,0.614,Northern Territory,Australia
1907-03-01,27.083,0.664,Northern Territory,Australia
1907-04-01,23.983,0.461,Northern Territory,Australia
1907-05-01,21.046,0.534,Northern Territory,Australia
1907-06-01,18.162,0.468,Northern Territory,Australia
1907-07-01,18.018,0.431,Northern Territory,Australia
1907-08-01,19.857,0.53,Northern Territory,Australia
1907-09-01,22.803,0.522,Northern Territory,Australia
1907-10-01,27.765,0.399,Northern Territory,Australia
1907-11-01,28.074,0.421,Northern Territory,Australia
1907-12-01,28.896,0.494,Northern Territory,Australia
1908-01-01,29.806,0.688,Northern Territory,Australia
1908-02-01,28.619,0.776,Northern Territory,Australia
1908-03-01,26.567,0.44,Northern Territory,Australia
1908-04-01,24.679,0.472,Northern Territory,Australia
1908-05-01,20.601,0.565,Northern Territory,Australia
1908-06-01,16.092,0.499,Northern Territory,Australia
1908-07-01,16.673,0.448,Northern Territory,Australia
1908-08-01,18.886,0.638,Northern Territory,Australia
1908-09-01,21.336,0.65,Northern Territory,Australia
1908-10-01,24.772,0.628,Northern Territory,Australia
1908-11-01,28.719,0.384,Northern Territory,Australia
1908-12-01,29.193,0.753,Northern Territory,Australia
1909-01-01,29.711,0.476,Northern Territory,Australia
1909-02-01,28.988,0.44,Northern Territory,Australia
1909-03-01,28.013,0.41,Northern Territory,Australia
1909-04-01,24.229,0.422,Northern Territory,Australia
1909-05-01,20.782,0.492,Northern Territory,Australia
1909-06-01,18.754,0.549,Northern Territory,Australia
1909-07-01,16.654,0.523,Northern Territory,Australia
1909-08-01,20.632,0.514,Northern Territory,Australia
1909-09-01,23.227,0.416,Northern Territory,Australia
1909-10-01,27.862,0.626,Northern Territory,Australia
1909-11-01,28.001,0.588,Northern Territory,Australia
1909-12-01,28.308,0.549,Northern Territory,Australia
1910-01-01,29.986,0.641,Northern Territory,Australia
1910-02-01,29.309,0.618,Northern Territory,Australia
1910-03-01,25.96,0.429,Northern Territory,Australia
1910-04-01,24.546,0.561,Northern Territory,Australia
1910-05-01,22.368,0.361,Northern Territory,Australia
1910-06-01,18.846,0.482,Northern Territory,Australia
1910-07-01,18.956,0.518,Northern Territory,Australia
1910-08-01,20.725,0.436,Northern Territory,Australia
1910-09-01,24.608,0.317,Northern Territory,Australia
1910-10-01,25.966,0.506,Northern Territory,Australia
1910-11-01,28.116,0.352,Northern Territory,Australia
1910-12-01,28.837,0.481,Northern Territory,Australia
1911-01-01,29.984,0.734,Northern Territory,Australia
1911-02-01,29.256,0.717,Northern Territory,Australia
1911-03-01,27.987,0.577,Northern Territory,Australia
1911-04-01,24.198,0.482,Northern Territory,Australia
1911-05-01,20.709,0.396,Northern Territory,Australia
1911-06-01,16.972,0.328,Northern Territory,Australia
1911-07-01,17.631,0.376,Northern Territory,Australia
1911-08-01,19.828,0.317,Northern Territory,Australia
1911-09-01,22.786,0.517,Northern Territory,Australia
1911-10-01,26.707,0.573,Northern Territory,Australia
1911-11-01,28.967,0.54,Northern Territory,Australia
1911-12-01,29.73,0.764,Northern Territory,Australia
1912-01-01,30.511,0.827,Northern Territory,Australia
1912-02-01,29.143,0.639,Northern Territory,Australia
1912-03-01,28.418,0.46,Northern Territory,Australia
1912-04-01,24.277,0.548,Northern Territory,Australia
1912-05-01,21.305,0.388,Northern Territory,Australia
1912-06-01,17.28,0.502,Northern Territory,Australia
1912-07-01,17.718,0.345,Northern Territory,Australia
1912-08-01,19.994,0.452,Northern Territory,Australia
1912-09-01,24.66,0.485,Northern Territory,Australia
1912-10-01,27.306,0.694,Northern Territory,Australia
1912-11-01,28.411,0.619,Northern Territory,Australia
1912-12-01,29.739,0.416,Northern Territory,Australia
1913-01-01,29.785,0.673,Northern Territory,Australia
1913-02-01,28.121,0.623,Northern Territory,Australia
1913-03-01,26.733,0.404,Northern Territory,Australia
1913-04-01,24.721,0.419,Northern Territory,Australia
1913-05-01,18.014,0.408,Northern Territory,Australia
1913-06-01,15.522,0.329,Northern Territory,Australia
1913-07-01,17.401,0.323,Northern Territory,Australia
1913-08-01,19.822,0.569,Northern Territory,Australia
1913-09-01,22.168,0.514,Northern Territory,Australia
1913-10-01,26.949,0.628,Northern Territory,Australia
1913-11-01,29.561,0.667,Northern Territory,Australia
1913-12-01,30.556,0.567,Northern Territory,Australia
1914-01-01,28.885,0.673,Northern Territory,Australia
1914-02-01,30.317,0.431,Northern Territory,Australia
1914-03-01,29.091,0.505,Northern Territory,Australia
1914-04-01,26.356,0.436,Northern Territory,Australia
1914-05-01,21.841,0.845,Northern Territory,Australia
1914-06-01,17.9,0.433,Northern Territory,Australia
1914-07-01,16.398,0.443,Northern Territory,Australia
1914-08-01,20.337,0.535,Northern Territory,Australia
1914-09-01,22.756,0.684,Northern Territory,Australia
1914-10-01,25.973,0.531,Northern Territory,Australia
1914-11-01,29.489,0.647,Northern Territory,Australia
1914-12-01,30.077,0.543,Northern Territory,Australia
1915-01-01,28.828,0.367,Northern Territory,Australia
1915-02-01,30.532,0.64,Northern Territory,Australia
1915-03-01,29.141,0.519,Northern Territory,Australia
1915-04-01,25.879,0.432,Northern Territory,Australia
1915-05-01,20.389,0.53,Northern Territory,Australia
1915-06-01,19.576,0.398,Northern Territory,Australia
1915-07-01,19.739,0.591,Northern Territory,Australia
1915-08-01,19.779,0.473,Northern Territory,Australia
1915-09-01,25.799,0.508,Northern Territory,Australia
1915-10-01,26.996,0.348,Northern Territory,Australia
1915-11-01,29.852,0.405,Northern Territory,Australia
1915-12-01,29.687,0.476,Northern Territory,Australia
1916-01-01,29.702,0.64,Northern Territory,Australia
1916-02-01,29.241,0.622,Northern Territory,Australia
1916-03-01,28.317,0.7,Northern Territory,Australia
1916-04-01,23.869,0.428,Northern Territory,Australia
1916-05-01,22.61,0.521,Northern Territory,Australia
1916-06-01,20.34,0.452,Northern Territory,Australia
1916-07-01,17.497,0.49,Northern Territory,Australia
1916-08-01,21.141,0.486,Northern Territory,Australia
1916-09-01,23.685,0.344,Northern Territory,Australia
1916-10-01,26.327,0.523,Northern Territory,Australia
1916-11-01,27.085,0.387,Northern Territory,Australia
1916-12-01,28.234,0.535,Northern Territory,Australia
1917-01-01,28.58,0.635,Northern Territory,Australia
1917-02-01,26.629,0.582,Northern Territory,Australia
1917-03-01,27.383,0.4,Northern Territory,Australia
1917-04-01,24.01,0.527,Northern Territory,Australia
1917-05-01,18.991,0.427,Northern Territory,Australia
1917-06-01,16.828,0.382,Northern Territory,Australia
1917-07-01,19.3,0.58,Northern Territory,Australia
1917-08-01,19.354,0.419,Northern Territory,Australia
1917-09-01,24.24,0.532,Northern Territory,Australia
1917-10-01,26.802,0.596,Northern Territory,Australia
1917-11-01,27.84,0.609,Northern Territory,Australia
1917-12-01,29.325,0.597,Northern Territory,Australia
1918-01-01,28.458,0.408,Northern Territory,Australia
1918-02-01,27.76,0.389,Northern Territory,Australia
1918-03-01,26.196,0.638,Northern Territory,Australia
1918-04-01,24.045,0.373,Northern Territory,Australia
1918-05-01,21.148,0.397,Northern Territory,Australia
1918-06-01,18.908,0.373,Northern Territory,Australia
1918-07-01,15.9,0.398,Northern Territory,Australia
1918-08-01,20.021,0.466,Northern Territory,Australia
1918-09-01,23.022,0.401,Northern Territory,Australia
1918-10-01,27.176,0.637,Northern Territory,Australia
1918-11-01,29.133,0.533,Northern Territory,Australia
1918-12-01,30.56,0.43,Northern Territory,Australia
1919-01-01,29.387,0.56,Northern Territory,Australia
1919-02-01,28.026,0.569,Northern Territory,Australia
1919-03-01,27.281,0.577,Northern Territory,Australia
1919-04-01,25.845,0.674,Northern Territory,Australia
1919-05-01,20.617,0.538,Northern Territory,Australia
1919-06-01,18.543,0.381,Northern Territory,Australia
1919-07-01,16.306,0.424,Northern Territory,Australia
1919-08-01,19.455,0.531,Northern Territory,Australia
1919-09-01,22.67,0.425,Northern Territory,Australia
1919-10-01,26.197,0.327,Northern Territory,Australia
1919-11-01,29.063,0.382,Northern Territory,Australia
1919-12-01,30.745,0.423,Northern Territory,Australia
1920-01-01,28.478,0.637,Northern Territory,Australia
1920-02-01,28.627,0.728,Northern Territory,Australia
1920-03-01,26.816,0.447,Northern Territory,Australia
1920-04-01,24.425,0.749,Northern Territory,Australia
1920-05-01,20.786,0.51,Northern Territory,Australia
1920-06-01,19.468,0.383,Northern Territory,Australia
1920-07-01,18.323,0.48,Northern Territory,Australia
1920-08-01,20.901,0.48,Northern Territory,Australia
1920-09-01,23.733,0.41,Northern Territory,Australia
1920-10-01,26.418,0.3,Northern Territory,Australia
1920-11-01,28.132,0.452,Northern Territory,Australia
1920-12-01,27.526,0.668,Northern Territory,Australia
1921-01-01,28.312,0.841,Northern Territory,Australia
1921-02-01,28.095,0.715,Northern Territory,Australia
1921-03-01,25.905,0.364,Northern Territory,Australia
1921-04-01,23.311,0.452,Northern Territory,Australia
1921-05-01,22.746,0.439,Northern Territory,Australia
1921-06-01,19.392,0.385,Northern Territory,Australia
1921-07-01,17.719,0.51,Northern Territory,Australia
1921-08-01,18.257,0.445,Northern Territory,Australia
1921-09-01,23.378,0.498,Northern Territory,Australia
1921-10-01,25.993,0.571,Northern Territory,Australia
1921-11-01,29.364,0.402,Northern Territory,Australia
1921-12-01,29.666,0.477,Northern Territory,Australia
1922-01-01,30.056,0.558,Northern Territory,Australia
1922-02-01,29.304,0.368,Northern Territory,Australia
1922-03-01,27.351,0.472,Northern Territory,Australia
1922-04-01,26.194,0.469,Northern Territory,Australia
1922-05-01,20.513,0.53,Northern Territory,Australia
1922-06-01,17.676,0.393,Northern Territory,Australia
1922-07-01,15.241,0.411,Northern Territory,Australia
1922-08-01,18.057,0.464,Northern Territory,Australia
1922-09-01,23.349,0.425,Northern Territory,Australia
1922-10-01,26.48,0.439,Northern Territory,Australia
1922-11-01,29.026,0.523,Northern Territory,Australia
1922-12-01,29.132,0.34,Northern Territory,Australia
1923-01-01,30.028,0.608,Northern Territory,Australia
1923-02-01,30.517,0.454,Northern Territory,Australia
1923-03-01,28.104,0.425,Northern Territory,Australia
1923-04-01,25.014,0.448,Northern Territory,Australia
1923-05-01,21.719,0.351,Northern Territory,Australia
1923-06-01,17.629,0.316,Northern Territory,Australia
1923-07-01,16.054,0.436,Northern Territory,Australia
1923-08-01,17.728,0.457,Northern Territory,Australia
1923-09-01,22.212,0.46,Northern Territory,Australia
1923-10-01,25.954,0.441,Northern Territory,Australia
1923-11-01,28.395,0.693,Northern Territory,Australia
1923-12-01,28.978,0.415,Northern Territory,Australia
1924-01-01,29.258,0.643,Northern Territory,Australia
1924-02-01,28.513,0.448,Northern Territory,Australia
1924-03-01,27.604,0.48,Northern Territory,Australia
1924-04-01,22.674,0.636,Northern Territory,Australia
1924-05-01,21.631,0.524,Northern Territory,Australia
1924-06-01,17.583,0.548,Northern Territory,Australia
1924-07-01,18.19,0.61,Northern Territory,Australia
1924-08-01,19.637,0.388,Northern Territory,Australia
1924-09-01,24.456,0.435,Northern Territory,Australia
1924-10-01,26.809,0.368,Northern Territory,Australia
1924-11-01,28.764,0.543,Northern Territory,Australia
1924-12-01,29.061,0.473,Northern Territory,Australia
1925-01-01,28.589,0.519,Northern Territory,Australia
1925-02-01,29.292,0.62,Northern Territory,Australia
1925-03-01,27.498,0.811,Northern Territory,Australia
1925-04-01,24.525,0.652,Northern Territory,Australia
1925-05-01,20.932,0.511,Northern Territory,Australia
1925-06-01,17.318,0.622,Northern Territory,Australia
1925-07-01,16.379,0.425,Northern Territory,Australia
1925-08-01,18.485,0.363,Northern Territory,Australia
1925-09-01,21.351,0.451,Northern Territory,Australia
1925-10-01,26.324,0.425,Northern Territory,Australia
1925-11-01,29.111,0.342,Northern Territory,Australia
1925-12-01,31.242,0.454,Northern Territory,Australia
1926-01-01,29.384,0.717,Northern Territory,Australia
1926-02-01,31.139,0.445,Northern Territory,Australia
1926-03-01,28.084,0.411,Northern Territory,Australia
1926-04-01,25.691,0.741,Northern Territory,Australia
1926-05-01,19.676,0.555,Northern Territory,Australia
1926-06-01,17.218,0.406,Northern Territory,Australia
1926-07-01,18.105,0.37,Northern Territory,Australia
1926-08-01,20.434,0.356,Northern Territory,Australia
1926-09-01,23.223,0.319,Northern Territory,Australia
1926-10-01,27.674,0.652,Northern Territory,Australia
1926-11-01,29.281,0.359,Northern Territory,Australia
1926-12-01,29.019,0.452,Northern Territory,Australia
1927-01-01,29.675,0.337,Northern Territory,Australia
1927-02-01,28.479,0.411,Northern Territory,Australia
1927-03-01,28.814,0.328,Northern Territory,Australia
1927-04-01,23.3,0.362,Northern Territory,Australia
1927-05-01,19.996,0.486,Northern Territory,Australia
1927-06-01,19.599,0.535,Northern Territory,Australia
1927-07-01,17.031,0.334,Northern Territory,Australia
1927-08-01,19.72,0.37,Northern Territory,Australia
1927-09-01,23.542,0.292,Northern Territory,Australia
1927-10-01,27.257,0.321,Northern Territory,Australia
1927-11-01,28.707,0.297,Northern Territory,Australia
1927-12-01,29.72,0.395,Northern Territory,Australia
1928-01-01,30.515,0.591,Northern Territory,Australia
1928-02-01,30.161,0.574,Northern Territory,Australia
1928-03-01,28.501,0.535,Northern Territory,Australia
1928-04-01,26.632,0.38,Northern Territory,Australia
1928-05-01,20.754,0.431,Northern Territory,Australia
1928-06-01,17.148,0.399,Northern Territory,Australia
1928-07-01,17.779,0.355,Northern Territory,Australia
1928-08-01,20.986,0.373,Northern Territory,Australia
1928-09-01,25.572,0.593,Northern Territory,Australia
